YEAR,STATE_NAME,COMMODITY_DESC,STATISTICCAT_DESC,UNIT_DESC,total_value
2014,ILLINOIS,CHICKENS,"SALES IN ORGANIC MARKETS",OPERATIONS,6
2014,INDIANA,CHICKENS,SALES,OPERATIONS,4
2014,INDIANA,CHICKENS,"SALES FOR SLAUGHTER",HEAD,11
2014,INDIANA,CHICKENS,"SALES IN ORGANIC MARKETS",HEAD,1
2014,IOWA,CHICKENS,SALES,OPERATIONS,44
2014,KENTUCKY,CHICKENS,"INVENTORY, PEAK",OPERATIONS,8
2014,KENTUCKY,CHICKENS,"LOSS, DEATH & RENDERED",HEAD,1
2014,KENTUCKY,CHICKENS,"RATE OF LAY","EGGS / LAYER",258
2014,LOUISIANA,CHICKENS,"EGGS SET",EGGS,197
2014,LOUISIANA,CHICKENS,HATCHED,HEAD,165
2014,LOUISIANA,CHICKENS,"RATE OF LAY","EGGS / LAYER",268
2014,LOUISIANA,CHICKENS,SLAUGHTERED,HEAD,196
2014,MARYLAND,CHICKENS,"INVENTORY, PEAK",OPERATIONS,3
2014,MARYLAND,CHICKENS,SALES,$,28
2014,MARYLAND,CHICKENS,SLAUGHTERED,"LB, LIVE BASIS",786
2014,MASSACHUSETTS,CHICKENS,"INVENTORY, PEAK",HEAD,2
2014,MASSACHUSETTS,CHICKENS,"INVENTORY, PEAK",OPERATIONS,12
2014,MASSACHUSETTS,CHICKENS,"SALES IN CONVENTIONAL MARKETS",OPERATIONS,3
2014,MICHIGAN,CHICKENS,"INVENTORY, PEAK",OPERATIONS,17
2014,MICHIGAN,CHICKENS,"SALES IN CONVENTIONAL MARKETS",OPERATIONS,1
2014,MINNESOTA,CHICKENS,"SALES IN CONVENTIONAL MARKETS",HEAD,430
2014,MISSOURI,CHICKENS,"SALES IN ORGANIC MARKETS",OPERATIONS,2
2014,MONTANA,CHICKENS,SALES,OPERATIONS,2
2014,NEBRASKA,CHICKENS,"INVENTORY, PEAK",HEAD,2
2014,NEBRASKA,CHICKENS,SALES,HEAD,804
2014,NEBRASKA,CHICKENS,"SALES FOR SLAUGHTER",HEAD,5
2014,"NEW JERSEY",CHICKENS,"INVENTORY, PEAK",OPERATIONS,12
2014,"NEW YORK",CHICKENS,"SALES FOR SLAUGHTER",HEAD,3
2014,"NEW YORK",CHICKENS,"SALES IN CONVENTIONAL MARKETS",OPERATIONS,2
2014,"NEW YORK",CHICKENS,"SALES IN ORGANIC MARKETS",OPERATIONS,18
2014,"NORTH CAROLINA",CHICKENS,"INVENTORY, PEAK",HEAD,419
2014,"NORTH CAROLINA",CHICKENS,PRODUCTION,HEAD,32
2014,"NORTH CAROLINA",CHICKENS,"SALES FOR SLAUGHTER","LB, LIVE BASIS",84
2014,"NORTH DAKOTA",CHICKENS,"INVENTORY, PEAK",HEAD,272
2014,OHIO,CHICKENS,SALES,HEAD,25
2014,OHIO,CHICKENS,"SALES FOR SLAUGHTER",HEAD,10
2014,OHIO,CHICKENS,"SALES IN ORGANIC MARKETS",$,1
2014,OHIO,CHICKENS,"SALES IN ORGANIC MARKETS",HEAD,2
2014,OHIO,CHICKENS,"SALES IN ORGANIC MARKETS",OPERATIONS,9
2014,OKLAHOMA,CHICKENS,SLAUGHTERED,"LB, LIVE BASIS",878
2014,OREGON,CHICKENS,"INVENTORY, PEAK",HEAD,4
2014,OREGON,CHICKENS,"INVENTORY, PEAK",OPERATIONS,2
2014,PENNSYLVANIA,CHICKENS,"SALES FOR SLAUGHTER",$,971
2014,"SOUTH CAROLINA",CHICKENS,PRODUCTION,HEAD,232
2014,"SOUTH CAROLINA",CHICKENS,SALES,OPERATIONS,2
2014,"SOUTH DAKOTA",CHICKENS,"INVENTORY, PEAK",OPERATIONS,3
2014,"SOUTH DAKOTA",CHICKENS,"SALES IN ORGANIC MARKETS",OPERATIONS,2
2014,TENNESSEE,CHICKENS,"RATE OF LAY","EGGS / LAYER",224
2014,TENNESSEE,CHICKENS,"SALES FOR SLAUGHTER","LB, LIVE BASIS",15
2014,TEXAS,CHICKENS,"CONDEMNED, POST-MORTEM","PCT OF LB CERTIFIED & POST-MORTEM CONDEMNED",0.72
2014,TEXAS,CHICKENS,"CONDEMNED, POST-MORTEM, CADAVER",HEAD,16
2014,TEXAS,CHICKENS,"INVENTORY, PEAK",OPERATIONS,2
2014,TEXAS,CHICKENS,"SALES IN ORGANIC MARKETS",OPERATIONS,1
2014,TEXAS,CHICKENS,SLAUGHTERED,"LB, LIVE BASIS",3
2014,"US TOTAL",CHICKENS,"CONDEMNED, ANTE-MORTEM","LB, LIVE BASIS",5
2014,"US TOTAL",CHICKENS,"CONDEMNED, POST-MORTEM, AIRSACCULITIS",HEAD,146
2014,"US TOTAL",CHICKENS,"CONDEMNED, POST-MORTEM, LEUKOSIS",HEAD,5
2014,"US TOTAL",CHICKENS,"CONDEMNED, POST-MORTEM, OTHER REASONS",HEAD,738
2014,"US TOTAL",CHICKENS,HATCHED,HEAD,9
2014,"US TOTAL",CHICKENS,PLACEMENTS,HEAD,9
2014,"US TOTAL",CHICKENS,PRODUCTION,LB,1041
2014,"US TOTAL",CHICKENS,"RATE OF LAY","EGGS / LAYER",277
2014,"US TOTAL",CHICKENS,SALES,$,3
2014,"US TOTAL",CHICKENS,SALES,OPERATIONS,293
2014,"US TOTAL",CHICKENS,"SALES IN CONVENTIONAL MARKETS",OPERATIONS,127
2014,"US TOTAL",CHICKENS,"SALES IN ORGANIC MARKETS",HEAD,786
2014,"US TOTAL",CHICKENS,"SALES IN ORGANIC MARKETS",OPERATIONS,47
2014,VERMONT,CHICKENS,"INVENTORY, PEAK",OPERATIONS,14
2014,VERMONT,CHICKENS,SALES,HEAD,8
2014,VIRGINIA,CHICKENS,SLAUGHTERED,"LB, LIVE BASIS",1
2014,WASHINGTON,CHICKENS,"INVENTORY, AVG",HEAD,6
2014,WASHINGTON,CHICKENS,SALES,OPERATIONS,6
2014,WASHINGTON,CHICKENS,"SALES IN ORGANIC MARKETS",HEAD,382
2014,WISCONSIN,CHICKENS,"INVENTORY, PEAK",HEAD,15
2014,WISCONSIN,CHICKENS,"INVENTORY, PEAK",OPERATIONS,32
2015,ALABAMA,CHICKENS,"INVENTORY, PEAK",OPERATIONS,2
2015,CALIFORNIA,CHICKENS,SALES,$,213
2015,CALIFORNIA,CHICKENS,SLAUGHTERED,"LB / HEAD, LIVE BASIS",6.1
2015,DELAWARE,CHICKENS,"CONDEMNED, POST-MORTEM, TUMORS",HEAD,15
2015,DELAWARE,CHICKENS,PLACEMENTS,HEAD,267
2015,GEORGIA,CHICKENS,"SALES FOR SLAUGHTER","LB, LIVE BASIS",119
2015,INDIANA,CHICKENS,"SALES FOR SLAUGHTER",$,547
2015,IOWA,CHICKENS,"LOSS, DEATH & RENDERED",HEAD,43
2015,KENTUCKY,CHICKENS,PLACEMENTS,HEAD,320
2015,KENTUCKY,CHICKENS,SLAUGHTERED,"LB, LIVE BASIS",1
2015,MAINE,CHICKENS,SALES,$,382
2015,MARYLAND,CHICKENS,SALES,OPERATIONS,2
2015,MARYLAND,CHICKENS,"SALES FOR SLAUGHTER",HEAD,1
2015,MISSISSIPPI,CHICKENS,"CONDEMNED, POST-MORTEM","LB, DRESSED BASIS",24
2015,MISSISSIPPI,CHICKENS,"CONDEMNED, POST-MORTEM, BRUISES",HEAD,5
2015,MISSISSIPPI,CHICKENS,"CONDEMNED, POST-MORTEM, OVERSCALD",HEAD,3
2015,MISSISSIPPI,CHICKENS,"CONDEMNED, POST-MORTEM, TUMORS",HEAD,5
2015,MISSOURI,CHICKENS,"CONDEMNED, POST-MORTEM","LB, DRESSED BASIS",17
2015,MISSOURI,CHICKENS,"INVENTORY, PEAK",HEAD,1
2015,MISSOURI,CHICKENS,SALES,$,135
2015,NEBRASKA,CHICKENS,"RATE OF LAY","EGGS / LAYER",298
2015,"NEW HAMPSHIRE",CHICKENS,"INVENTORY, PEAK",OPERATIONS,4
2015,"NEW YORK",CHICKENS,SALES,HEAD,6
2015,"NEW YORK",CHICKENS,SALES,OPERATIONS,17
2015,"NEW YORK",CHICKENS,SLAUGHTERED,"LB / HEAD, LIVE BASIS",5
2015,"NORTH CAROLINA",CHICKENS,PRODUCTION,HEAD,35
2015,"NORTH CAROLINA",CHICKENS,PRODUCTION,LB,4
2015,OKLAHOMA,CHICKENS,"SALES FOR SLAUGHTER",HEAD,2
2015,PENNSYLVANIA,CHICKENS,PRODUCTION,LB,1
2015,PENNSYLVANIA,CHICKENS,SALES,HEAD,414
2015,"SOUTH CAROLINA",CHICKENS,"CONDEMNED, POST-MORTEM","LB, DRESSED BASIS",9
2015,"SOUTH CAROLINA",CHICKENS,"INVENTORY, PEAK",OPERATIONS,2
2015,"SOUTH DAKOTA",CHICKENS,"INVENTORY, PEAK",OPERATIONS,3
2015,TENNESSEE,CHICKENS,SALES,OPERATIONS,2
2015,TEXAS,CHICKENS,"CONDEMNED, POST-MORTEM, AIRSACCULITIS",HEAD,296
2015,"US TOTAL",CHICKENS,"CONDEMNED, ANTE-MORTEM","PCT OF SLAUGHTER",1.14
2015,"US TOTAL",CHICKENS,"CONDEMNED, POST-MORTEM","LB, DRESSED BASIS",7
2015,"US TOTAL",CHICKENS,"CONDEMNED, POST-MORTEM, CADAVER",HEAD,21
2015,"US TOTAL",CHICKENS,"INVENTORY, AVG",HEAD,356
2015,"US TOTAL",CHICKENS,PLACEMENTS,HEAD,9
2015,"US TOTAL",CHICKENS,PRODUCTION,LB,522
2015,"US TOTAL",CHICKENS,"RATE OF LAY","EGGS / LAYER",276
2015,"US TOTAL",CHICKENS,SLAUGHTERED,"LB / HEAD, LIVE BASIS",3.24
2015,"US TOTAL",CHICKENS,SLAUGHTERED,"LB, LIVE BASIS",53
2015,UTAH,CHICKENS,"LOSS, DEATH & RENDERED",HEAD,862
2015,VERMONT,CHICKENS,"INVENTORY, AVG",HEAD,139
2015,VIRGINIA,CHICKENS,"CONDEMNED, POST-MORTEM, SEPTICAEMIA",HEAD,266
2015,WASHINGTON,CHICKENS,SALES,OPERATIONS,6
2015,WASHINGTON,CHICKENS,"SALES FOR SLAUGHTER",$,2
2015,WISCONSIN,CHICKENS,SALES,$,265
2016,ARKANSAS,CHICKENS,PRODUCTION,HEAD,1
2016,CONNECTICUT,CHICKENS,SALES,OPERATIONS,1
2016,ILLINOIS,CHICKENS,SALES,HEAD,122
2016,INDIANA,CHICKENS,SLAUGHTERED,"LB, LIVE BASIS",301
2016,IOWA,CHICKENS,"RATE OF LAY","EGGS / LAYER",276
2016,KENTUCKY,CHICKENS,SALES,OPERATIONS,3
2016,MICHIGAN,CHICKENS,"LOSS, DEATH & RENDERED",HEAD,1
2016,MINNESOTA,CHICKENS,SLAUGHTERED,HEAD,49
2016,MISSOURI,CHICKENS,SALES,$,221
2016,MONTANA,CHICKENS,SALES,$,54
2016,"NEW YORK",CHICKENS,SALES,$,19
2016,"NEW YORK",CHICKENS,SALES,HEAD,22
2016,"NORTH CAROLINA",CHICKENS,"CONDEMNED, POST-MORTEM, CONTAMINATION",HEAD,57
2016,"NORTH CAROLINA",CHICKENS,PRODUCTION,HEAD,61
2016,"NORTH CAROLINA",CHICKENS,SALES,$,163
2016,OHIO,CHICKENS,"LOSS, DEATH & RENDERED",HEAD,12
2016,OHIO,CHICKENS,SALES,$,48
2016,OHIO,CHICKENS,SLAUGHTERED,"LB / HEAD, LIVE BASIS",5.4
2016,OKLAHOMA,CHICKENS,PRODUCTION,LB,732
2016,OKLAHOMA,CHICKENS,"RATE OF LAY","EGGS / LAYER",239
2016,"OTHER STATES",CHICKENS,"SALES FOR SLAUGHTER","LB, LIVE BASIS",28
2016,PENNSYLVANIA,CHICKENS,"EGGS SET",EGGS,239
2016,PENNSYLVANIA,CHICKENS,SALES,OPERATIONS,56
2016,"RHODE ISLAND",CHICKENS,"INVENTORY, PEAK",OPERATIONS,2
2016,"SOUTH CAROLINA",CHICKENS,PRODUCTION,LB,1
2016,"SOUTH DAKOTA",CHICKENS,"SALES FOR SLAUGHTER","LB, LIVE BASIS",580
2016,TEXAS,CHICKENS,HATCHED,HEAD,681
2016,TEXAS,CHICKENS,PRODUCTION,LB,2
2016,TEXAS,CHICKENS,"SALES FOR SLAUGHTER",$,5
2016,"US TOTAL",CHICKENS,"CONDEMNED, POST-MORTEM","LB, DRESSED BASIS",8
2016,"US TOTAL",CHICKENS,"CONDEMNED, POST-MORTEM, ALL CAUSES",HEAD,3
2016,"US TOTAL",CHICKENS,"INVENTORY, AVG",HEAD,369
2016,"US TOTAL",CHICKENS,"PRICE RECEIVED","$ / LB",0.478
2016,"US TOTAL",CHICKENS,SLAUGHTERED,"LB / HEAD, LIVE BASIS",6.16
2016,VERMONT,CHICKENS,"RATE OF LAY","EGGS / LAYER",305
2016,VIRGINIA,CHICKENS,"SALES FOR SLAUGHTER",$,2
2016,WISCONSIN,CHICKENS,"INVENTORY, PEAK",OPERATIONS,18
2016,WISCONSIN,CHICKENS,"LOSS, DEATH & RENDERED",HEAD,1
2016,WISCONSIN,CHICKENS,PRODUCTION,LB,227
2016,WISCONSIN,CHICKENS,SALES,$,354
2017,,CHICKENS,INVENTORY,HEAD,149
2017,,CHICKENS,INVENTORY,OPERATIONS,125
2017,,CHICKENS,SALES,HEAD,3
2017,,CHICKENS,SALES,OPERATIONS,1
2017,ALABAMA,CHICKENS,"CONDEMNED, POST-MORTEM, SYNOVITIS",HEAD,4
2017,ALABAMA,CHICKENS,"EGGS SET",EGGS,1
2017,ALABAMA,CHICKENS,INVENTORY,OPERATIONS,152
2017,ALABAMA,CHICKENS,PRODUCTION,HEAD,303
2017,ALABAMA,CHICKENS,PRODUCTION,OPERATIONS,74
2017,ALABAMA,CHICKENS,SALES,HEAD,1538
2017,ALABAMA,CHICKENS,SALES,OPERATIONS,1156
2017,ALABAMA,CHICKENS,SLAUGHTERED,HEAD,1
2017,ALASKA,CHICKENS,INVENTORY,OPERATIONS,18
2017,ALASKA,CHICKENS,SALES,HEAD,938
2017,ALASKA,CHICKENS,SALES,OPERATIONS,25
2017,ARIZONA,CHICKENS,INVENTORY,OPERATIONS,271
2017,ARIZONA,CHICKENS,SALES,HEAD,338
2017,ARIZONA,CHICKENS,SALES,OPERATIONS,118
2017,ARKANSAS,CHICKENS,"CONDEMNED, POST-MORTEM, BRUISES",HEAD,4
2017,ARKANSAS,CHICKENS,INVENTORY,OPERATIONS,144
2017,ARKANSAS,CHICKENS,PRODUCTION,HEAD,1522
2017,ARKANSAS,CHICKENS,PRODUCTION,LB,4
2017,ARKANSAS,CHICKENS,PRODUCTION,OPERATIONS,112
2017,ARKANSAS,CHICKENS,"RATE OF LAY","EGGS / LAYER",243
2017,ARKANSAS,CHICKENS,SALES,HEAD,4472
2017,ARKANSAS,CHICKENS,SALES,OPERATIONS,1025
2017,CALIFORNIA,CHICKENS,INVENTORY,OPERATIONS,401
2017,CALIFORNIA,CHICKENS,PRODUCTION,HEAD,1
2017,CALIFORNIA,CHICKENS,PRODUCTION,OPERATIONS,26
2017,CALIFORNIA,CHICKENS,SALES,HEAD,4498
2017,CALIFORNIA,CHICKENS,SALES,OPERATIONS,639
2017,COLORADO,CHICKENS,INVENTORY,OPERATIONS,377
2017,COLORADO,CHICKENS,PRODUCTION,OPERATIONS,4
2017,COLORADO,CHICKENS,SALES,HEAD,2132
2017,COLORADO,CHICKENS,SALES,OPERATIONS,434
2017,CONNECTICUT,CHICKENS,INVENTORY,OPERATIONS,89
2017,CONNECTICUT,CHICKENS,SALES,HEAD,1451
2017,CONNECTICUT,CHICKENS,SALES,OPERATIONS,196
2017,DELAWARE,CHICKENS,INVENTORY,OPERATIONS,11
2017,DELAWARE,CHICKENS,PRODUCTION,OPERATIONS,443
2017,DELAWARE,CHICKENS,SALES,HEAD,393
2017,DELAWARE,CHICKENS,SALES,OPERATIONS,369
2017,FLORIDA,CHICKENS,INVENTORY,OPERATIONS,552
2017,FLORIDA,CHICKENS,PRODUCTION,HEAD,257
2017,FLORIDA,CHICKENS,PRODUCTION,OPERATIONS,37
2017,FLORIDA,CHICKENS,SALES,HEAD,2232
2017,FLORIDA,CHICKENS,SALES,OPERATIONS,540
2017,FLORIDA,CHICKENS,SLAUGHTERED,"LB / HEAD, LIVE BASIS",5.7
2017,GEORGIA,CHICKENS,"CONDEMNED, POST-MORTEM","PCT OF LB CERTIFIED & POST-MORTEM CONDEMNED",0.81
2017,GEORGIA,CHICKENS,INVENTORY,OPERATIONS,373
2017,GEORGIA,CHICKENS,PRODUCTION,HEAD,888
2017,GEORGIA,CHICKENS,PRODUCTION,OPERATIONS,203
2017,GEORGIA,CHICKENS,SALES,HEAD,3868
2017,GEORGIA,CHICKENS,SALES,OPERATIONS,608
2017,HAWAII,CHICKENS,INVENTORY,OPERATIONS,54
2017,HAWAII,CHICKENS,SALES,HEAD,56
2017,HAWAII,CHICKENS,SALES,OPERATIONS,67
2017,IDAHO,CHICKENS,INVENTORY,OPERATIONS,133
2017,IDAHO,CHICKENS,SALES,HEAD,653
2017,IDAHO,CHICKENS,SALES,OPERATIONS,264
2017,ILLINOIS,CHICKENS,INVENTORY,OPERATIONS,208
2017,ILLINOIS,CHICKENS,PRODUCTION,HEAD,75
2017,ILLINOIS,CHICKENS,SALES,HEAD,793
2017,ILLINOIS,CHICKENS,SALES,OPERATIONS,286
2017,INDIANA,CHICKENS,INVENTORY,OPERATIONS,358
2017,INDIANA,CHICKENS,PRODUCTION,HEAD,23
2017,INDIANA,CHICKENS,PRODUCTION,OPERATIONS,80
2017,INDIANA,CHICKENS,SALES,HEAD,2372
2017,INDIANA,CHICKENS,SALES,OPERATIONS,1283
2017,IOWA,CHICKENS,INVENTORY,OPERATIONS,313
2017,IOWA,CHICKENS,PRODUCTION,HEAD,1
2017,IOWA,CHICKENS,PRODUCTION,OPERATIONS,3
2017,IOWA,CHICKENS,SALES,HEAD,2600
2017,IOWA,CHICKENS,SALES,OPERATIONS,1139
2017,KANSAS,CHICKENS,INVENTORY,OPERATIONS,152
2017,KANSAS,CHICKENS,SALES,HEAD,1584
2017,KANSAS,CHICKENS,SALES,OPERATIONS,344
2017,KENTUCKY,CHICKENS,INVENTORY,OPERATIONS,602
2017,KENTUCKY,CHICKENS,"LOSS, DEATH & RENDERED",HEAD,992
2017,KENTUCKY,CHICKENS,PRODUCTION,HEAD,38
2017,KENTUCKY,CHICKENS,PRODUCTION,OPERATIONS,24
2017,KENTUCKY,CHICKENS,SALES,HEAD,2620
2017,KENTUCKY,CHICKENS,SALES,OPERATIONS,2348
2017,LOUISIANA,CHICKENS,INVENTORY,OPERATIONS,350
2017,LOUISIANA,CHICKENS,PRODUCTION,HEAD,83
2017,LOUISIANA,CHICKENS,PRODUCTION,OPERATIONS,4
2017,LOUISIANA,CHICKENS,SALES,HEAD,3435
2017,LOUISIANA,CHICKENS,SALES,OPERATIONS,870
2017,MAINE,CHICKENS,INVENTORY,OPERATIONS,33
2017,MAINE,CHICKENS,SALES,HEAD,1872
2017,MAINE,CHICKENS,SALES,OPERATIONS,511
2017,MARYLAND,CHICKENS,INVENTORY,OPERATIONS,147
2017,MARYLAND,CHICKENS,PRODUCTION,HEAD,428
2017,MARYLAND,CHICKENS,PRODUCTION,OPERATIONS,8
2017,MARYLAND,CHICKENS,SALES,HEAD,1050
2017,MARYLAND,CHICKENS,SALES,OPERATIONS,182
2017,MASSACHUSETTS,CHICKENS,INVENTORY,OPERATIONS,146
2017,MASSACHUSETTS,CHICKENS,"INVENTORY, AVG",HEAD,124
2017,MASSACHUSETTS,CHICKENS,SALES,HEAD,4182
2017,MASSACHUSETTS,CHICKENS,SALES,OPERATIONS,364
2017,MICHIGAN,CHICKENS,INVENTORY,OPERATIONS,368
2017,MICHIGAN,CHICKENS,SALES,HEAD,2510
2017,MICHIGAN,CHICKENS,SALES,OPERATIONS,972
2017,MINNESOTA,CHICKENS,INVENTORY,OPERATIONS,278
2017,MINNESOTA,CHICKENS,PRODUCTION,OPERATIONS,103
2017,MINNESOTA,CHICKENS,SALES,HEAD,3507
2017,MINNESOTA,CHICKENS,SALES,OPERATIONS,683
2017,MISSISSIPPI,CHICKENS,"CONDEMNED, POST-MORTEM, ALL CAUSES",HEAD,585
2017,MISSISSIPPI,CHICKENS,INVENTORY,OPERATIONS,161
2017,MISSISSIPPI,CHICKENS,PRODUCTION,HEAD,313
2017,MISSISSIPPI,CHICKENS,PRODUCTION,OPERATIONS,165
2017,MISSISSIPPI,CHICKENS,SALES,HEAD,1290
2017,MISSISSIPPI,CHICKENS,SALES,OPERATIONS,565
2017,MISSOURI,CHICKENS,INVENTORY,OPERATIONS,601
2017,MISSOURI,CHICKENS,PRODUCTION,HEAD,961
2017,MISSOURI,CHICKENS,PRODUCTION,OPERATIONS,438
2017,MISSOURI,CHICKENS,SALES,HEAD,2270
2017,MISSOURI,CHICKENS,SALES,OPERATIONS,1712
2017,MONTANA,CHICKENS,INVENTORY,OPERATIONS,135
2017,MONTANA,CHICKENS,PRODUCTION,OPERATIONS,1
2017,MONTANA,CHICKENS,SALES,HEAD,905
2017,MONTANA,CHICKENS,SALES,OPERATIONS,186
2017,NEBRASKA,CHICKENS,INVENTORY,OPERATIONS,161
2017,NEBRASKA,CHICKENS,SALES,HEAD,1901
2017,NEBRASKA,CHICKENS,SALES,OPERATIONS,241
2017,NEBRASKA,CHICKENS,"SALES FOR SLAUGHTER","LB, LIVE BASIS",19
2017,NEVADA,CHICKENS,INVENTORY,OPERATIONS,129
2017,NEVADA,CHICKENS,SALES,HEAD,461
2017,NEVADA,CHICKENS,SALES,OPERATIONS,60
2017,"NEW HAMPSHIRE",CHICKENS,INVENTORY,OPERATIONS,77
2017,"NEW HAMPSHIRE",CHICKENS,SALES,HEAD,1143
2017,"NEW HAMPSHIRE",CHICKENS,SALES,OPERATIONS,272
2017,"NEW JERSEY",CHICKENS,INVENTORY,OPERATIONS,91
2017,"NEW JERSEY",CHICKENS,SALES,HEAD,921
2017,"NEW JERSEY",CHICKENS,SALES,OPERATIONS,259
2017,"NEW MEXICO",CHICKENS,INVENTORY,OPERATIONS,49
2017,"NEW MEXICO",CHICKENS,SALES,HEAD,2641
2017,"NEW MEXICO",CHICKENS,SALES,OPERATIONS,155
2017,"NEW YORK",CHICKENS,"CONDEMNED, POST-MORTEM","LB, DRESSED BASIS",2
2017,"NEW YORK",CHICKENS,INVENTORY,OPERATIONS,317
2017,"NEW YORK",CHICKENS,SALES,HEAD,2702
2017,"NEW YORK",CHICKENS,SALES,OPERATIONS,1154
2017,"NEW YORK",CHICKENS,SLAUGHTERED,"LB, LIVE BASIS",129
2017,"NORTH CAROLINA",CHICKENS,"CONDEMNED, POST-MORTEM, SEPTICAEMIA",HEAD,1
2017,"NORTH CAROLINA",CHICKENS,INVENTORY,OPERATIONS,434
2017,"NORTH CAROLINA",CHICKENS,PRODUCTION,HEAD,308
2017,"NORTH CAROLINA",CHICKENS,PRODUCTION,OPERATIONS,229
2017,"NORTH CAROLINA",CHICKENS,SALES,HEAD,1568
2017,"NORTH CAROLINA",CHICKENS,SALES,OPERATIONS,1760
2017,"NORTH DAKOTA",CHICKENS,INVENTORY,OPERATIONS,24
2017,"NORTH DAKOTA",CHICKENS,SALES,HEAD,725
2017,"NORTH DAKOTA",CHICKENS,SALES,OPERATIONS,133
2017,OHIO,CHICKENS,INVENTORY,OPERATIONS,530
2017,OHIO,CHICKENS,PRODUCTION,HEAD,371
2017,OHIO,CHICKENS,PRODUCTION,OPERATIONS,14
2017,OHIO,CHICKENS,SALES,HEAD,4127
2017,OHIO,CHICKENS,SALES,OPERATIONS,1983
2017,OHIO,CHICKENS,"SALES FOR SLAUGHTER","LB, LIVE BASIS",46
2017,OHIO,CHICKENS,SLAUGHTERED,"LB / HEAD, LIVE BASIS",5.3
2017,OKLAHOMA,CHICKENS,INVENTORY,OPERATIONS,816
2017,OKLAHOMA,CHICKENS,PRODUCTION,HEAD,189
2017,OKLAHOMA,CHICKENS,PRODUCTION,LB,1
2017,OKLAHOMA,CHICKENS,PRODUCTION,OPERATIONS,16
2017,OKLAHOMA,CHICKENS,SALES,HEAD,3082
2017,OKLAHOMA,CHICKENS,SALES,OPERATIONS,1397
2017,OKLAHOMA,CHICKENS,SLAUGHTERED,"LB / HEAD, LIVE BASIS",6.7
2017,OREGON,CHICKENS,INVENTORY,OPERATIONS,547
2017,OREGON,CHICKENS,PRODUCTION,OPERATIONS,6
2017,OREGON,CHICKENS,"RATE OF LAY","EGGS / LAYER",314
2017,OREGON,CHICKENS,SALES,HEAD,2336
2017,OREGON,CHICKENS,SALES,OPERATIONS,551
2017,"OTHER STATES",CHICKENS,"SALES FOR SLAUGHTER",$,104
2017,PENNSYLVANIA,CHICKENS,INVENTORY,OPERATIONS,424
2017,PENNSYLVANIA,CHICKENS,PRODUCTION,HEAD,1568
2017,PENNSYLVANIA,CHICKENS,SALES,HEAD,1355
2017,PENNSYLVANIA,CHICKENS,SALES,OPERATIONS,1020
2017,PENNSYLVANIA,CHICKENS,SLAUGHTERED,HEAD,117
2017,"RHODE ISLAND",CHICKENS,SALES,OPERATIONS,42
2017,"SOUTH CAROLINA",CHICKENS,INVENTORY,OPERATIONS,86
2017,"SOUTH CAROLINA",CHICKENS,PRODUCTION,HEAD,7
2017,"SOUTH CAROLINA",CHICKENS,PRODUCTION,OPERATIONS,54
2017,"SOUTH CAROLINA",CHICKENS,SALES,HEAD,255
2017,"SOUTH CAROLINA",CHICKENS,SALES,OPERATIONS,734
2017,"SOUTH CAROLINA",CHICKENS,SLAUGHTERED,HEAD,291
2017,"SOUTH CAROLINA",CHICKENS,SLAUGHTERED,"LB, LIVE BASIS",2
2017,"SOUTH DAKOTA",CHICKENS,INVENTORY,OPERATIONS,100
2017,"SOUTH DAKOTA",CHICKENS,SALES,HEAD,1243
2017,"SOUTH DAKOTA",CHICKENS,SALES,OPERATIONS,263
2017,TENNESSEE,CHICKENS,"CONDEMNED, POST-MORTEM","LB, DRESSED BASIS",6
2017,TENNESSEE,CHICKENS,INVENTORY,OPERATIONS,576
2017,TENNESSEE,CHICKENS,PRODUCTION,HEAD,163
2017,TENNESSEE,CHICKENS,PRODUCTION,OPERATIONS,17
2017,TENNESSEE,CHICKENS,SALES,HEAD,4005
2017,TENNESSEE,CHICKENS,SALES,OPERATIONS,1592
2017,TEXAS,CHICKENS,INVENTORY,OPERATIONS,1953
2017,TEXAS,CHICKENS,PRODUCTION,HEAD,708
2017,TEXAS,CHICKENS,PRODUCTION,OPERATIONS,13
2017,TEXAS,CHICKENS,SALES,HEAD,4925
2017,TEXAS,CHICKENS,SALES,OPERATIONS,3341
2017,TEXAS,CHICKENS,SLAUGHTERED,HEAD,655
2017,TEXAS,CHICKENS,SLAUGHTERED,"LB, LIVE BASIS",4
2017,"US TOTAL",CHICKENS,"CONDEMNED, ANTE-MORTEM","PCT OF SLAUGHTER",1.16
2017,"US TOTAL",CHICKENS,"PRICE RECEIVED","$ / LB",0.546
2017,"US TOTAL",CHICKENS,PRODUCTION,LB,38
2017,"US TOTAL",CHICKENS,SALES,HEAD,1714
2017,"US TOTAL",CHICKENS,SALES,OPERATIONS,4983
2017,UTAH,CHICKENS,INVENTORY,OPERATIONS,116
2017,UTAH,CHICKENS,SALES,HEAD,2220
2017,UTAH,CHICKENS,SALES,OPERATIONS,318
2017,VERMONT,CHICKENS,INVENTORY,OPERATIONS,62
2017,VERMONT,CHICKENS,"LOSS, DEATH & RENDERED",HEAD,19
2017,VERMONT,CHICKENS,PRODUCTION,OPERATIONS,1
2017,VERMONT,CHICKENS,SALES,HEAD,884
2017,VERMONT,CHICKENS,SALES,OPERATIONS,175
