YEAR,STATE_NAME,COMMODITY_DESC,STATISTICCAT_DESC,UNIT_DESC,total_cattle_value
1959,TENNESSEE,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",243
1959,UNKNOWN,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",93
1959,UTAH,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",317
1959,WASHINGTON,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",405
1959,"WEST VIRGINIA",CATTLE,SLAUGHTERED,HEAD,63
1959,"WEST VIRGINIA",CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",955
1959,WYOMING,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",398
1960,ALABAMA,CATTLE,SLAUGHTERED,HEAD,215
1960,ALABAMA,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",454
1960,ARKANSAS,CATTLE,"INVENTORY, AVG",HEAD,217
1960,COLORADO,CATTLE,SLAUGHTERED,HEAD,1
1960,COLORADO,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",1
1960,GEORGIA,CATTLE,SLAUGHTERED,HEAD,87
1960,ILLINOIS,CATTLE,SLAUGHTERED,HEAD,404
1960,IOWA,CATTLE,SLAUGHTERED,HEAD,2
1960,KENTUCKY,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",934
1960,KENTUCKY,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",6
1960,MINNESOTA,CATTLE,"INVENTORY, AVG",HEAD,395
1960,NEBRASKA,CATTLE,"CALF CROP",HEAD,217
1960,NEBRASKA,CATTLE,"INVENTORY, AVG",HEAD,13
1960,NEBRASKA,CATTLE,PLACEMENTS,HEAD,615
1960,NEBRASKA,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",4
1960,"NEW MEXICO",CATTLE,SLAUGHTERED,HEAD,1
1960,"NORTH DAKOTA",CATTLE,"INVENTORY, AVG",HEAD,277
1960,"SOUTH DAKOTA",CATTLE,"CALF CROP",HEAD,294
1960,UNKNOWN,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",93
1960,WASHINGTON,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",442
1960,WYOMING,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",990
1961,ARIZONA,CATTLE,SLAUGHTERED,HEAD,10
1961,CALIFORNIA,CATTLE,SLAUGHTERED,HEAD,2
1961,CALIFORNIA,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",104
1961,IDAHO,CATTLE,SLAUGHTERED,HEAD,206
1961,ILLINOIS,CATTLE,"INVENTORY, AVG",HEAD,555
1961,INDIANA,CATTLE,SLAUGHTERED,HEAD,691
1961,MINNESOTA,CATTLE,"INVENTORY, AVG",HEAD,141
1961,MONTANA,CATTLE,SLAUGHTERED,HEAD,100
1961,NEBRASKA,CATTLE,"CALF CROP",HEAD,397
1961,NEBRASKA,CATTLE,"INVENTORY, AVG",HEAD,514
1961,NEBRASKA,CATTLE,PLACEMENTS,HEAD,189
1961,NEBRASKA,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",2
1961,NEVADA,CATTLE,SLAUGHTERED,HEAD,2
1961,"NEW MEXICO",CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",445
1961,"NORTH DAKOTA",CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",402
1961,"SOUTH CAROLINA",CATTLE,SLAUGHTERED,"LB, LIVE BASIS",86
1961,"SOUTH DAKOTA",CATTLE,"CALF CROP",HEAD,385
1961,"SOUTH DAKOTA",CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",265
1962,ARKANSAS,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",401
1962,COLORADO,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",1
1962,ILLINOIS,CATTLE,"INVENTORY, AVG",HEAD,526
1962,MICHIGAN,CATTLE,SLAUGHTERED,HEAD,714
1962,MINNESOTA,CATTLE,"INVENTORY, AVG",HEAD,23
1962,MISSOURI,CATTLE,"INVENTORY, AVG",HEAD,602
1962,NEBRASKA,CATTLE,"CALF CROP",HEAD,331
1962,NEBRASKA,CATTLE,"INVENTORY, AVG",HEAD,16
1962,NEBRASKA,CATTLE,PLACEMENTS,HEAD,380
1962,"NEW MEXICO",CATTLE,SLAUGHTERED,HEAD,94
1962,"NEW YORK",CATTLE,SLAUGHTERED,HEAD,493
1962,"NORTH DAKOTA",CATTLE,SLAUGHTERED,HEAD,109
1962,"SOUTH DAKOTA",CATTLE,"CALF CROP",HEAD,121
1962,VIRGINIA,CATTLE,"INVENTORY, AVG",HEAD,305
1962,VIRGINIA,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",1
1962,WASHINGTON,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",470
1962,WISCONSIN,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",104
1963,ARKANSAS,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",841
1963,COLORADO,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",424
1963,IDAHO,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",1
1963,IOWA,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",1
1963,IOWA,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",62
1963,KENTUCKY,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",933
1963,MINNESOTA,CATTLE,"INVENTORY, AVG",HEAD,253
1963,MISSISSIPPI,CATTLE,"INVENTORY, AVG",HEAD,301
1963,NEBRASKA,CATTLE,"CALF CROP",HEAD,387
1963,NEBRASKA,CATTLE,"INVENTORY, AVG",HEAD,1236
1963,NEBRASKA,CATTLE,PLACEMENTS,HEAD,143
1963,"NEW MEXICO",CATTLE,"INVENTORY, AVG",HEAD,39
1963,"NEW YORK",CATTLE,"PRICE RECEIVED","$ / HEAD",234
1963,"NEW YORK",CATTLE,SLAUGHTERED,"LB, LIVE BASIS",490
1963,"NORTH CAROLINA",CATTLE,SLAUGHTERED,HEAD,21
1963,"NORTH CAROLINA",CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",216
1963,OKLAHOMA,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",513
1963,OREGON,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",1
1963,"SOUTH CAROLINA",CATTLE,SLAUGHTERED,HEAD,88
1963,"SOUTH DAKOTA",CATTLE,"CALF CROP",HEAD,260
1963,TEXAS,CATTLE,SLAUGHTERED,HEAD,1
1963,UTAH,CATTLE,"PRICE RECEIVED","$ / HEAD",218
1963,UTAH,CATTLE,SLAUGHTERED,HEAD,7
1963,"WEST VIRGINIA",CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",998
1963,WISCONSIN,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",1
1964,ALABAMA,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",457
1964,ARIZONA,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",467
1964,FLORIDA,CATTLE,SLAUGHTERED,HEAD,363
1964,IOWA,CATTLE,"INVENTORY, AVG",HEAD,770
1964,MARYLAND,CATTLE,"INVENTORY, AVG",HEAD,194
1964,MASSACHUSETTS,CATTLE,"INVENTORY, AVG",HEAD,84
1964,MINNESOTA,CATTLE,"INVENTORY, AVG",HEAD,44
1964,MISSISSIPPI,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",464
1964,MISSOURI,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",1
1964,NEBRASKA,CATTLE,"CALF CROP",HEAD,102
1964,NEBRASKA,CATTLE,"INVENTORY, AVG",HEAD,1535
1964,NEBRASKA,CATTLE,PLACEMENTS,HEAD,1361
1964,"NEW YORK",CATTLE,SLAUGHTERED,"LB, LIVE BASIS",471
1964,PENNSYLVANIA,CATTLE,SLAUGHTERED,HEAD,941
1964,PENNSYLVANIA,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",131
1964,"SOUTH CAROLINA",CATTLE,"INVENTORY, AVG",HEAD,87
1964,"SOUTH DAKOTA",CATTLE,"CALF CROP",HEAD,227
1964,TENNESSEE,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",269
1964,UNKNOWN,CATTLE,SLAUGHTERED,HEAD,135
1964,UNKNOWN,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",171
1964,VIRGINIA,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",211
1965,ALABAMA,CATTLE,SLAUGHTERED,HEAD,54
1965,ARIZONA,CATTLE,"INVENTORY, AVG",HEAD,52
1965,ARIZONA,CATTLE,SLAUGHTERED,HEAD,239
1965,CALIFORNIA,CATTLE,"INVENTORY, AVG",HEAD,783
1965,CALIFORNIA,CATTLE,SLAUGHTERED,HEAD,3
1965,GEORGIA,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",18
1965,HAWAII,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",946
1965,IDAHO,CATTLE,"INVENTORY, AVG",HEAD,169
1965,IDAHO,CATTLE,SLAUGHTERED,HEAD,2
1965,INDIANA,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",16
1965,LOUISIANA,CATTLE,"INVENTORY, AVG",HEAD,205
1965,MARYLAND,CATTLE,"INVENTORY, AVG",HEAD,186
1965,MICHIGAN,CATTLE,SLAUGHTERED,HEAD,251
1965,MICHIGAN,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",1
1965,MINNESOTA,CATTLE,"INVENTORY, AVG",HEAD,46
1965,MISSISSIPPI,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",466
1965,MISSOURI,CATTLE,SLAUGHTERED,HEAD,1
1965,MISSOURI,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",284
1965,MONTANA,CATTLE,"INVENTORY, AVG",HEAD,57
1965,MONTANA,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",223
1965,NEBRASKA,CATTLE,"CALF CROP",HEAD,75
1965,NEBRASKA,CATTLE,"INVENTORY, AVG",HEAD,789
1965,NEBRASKA,CATTLE,PLACEMENTS,HEAD,812
1965,"NEW YORK",CATTLE,SLAUGHTERED,"LB, LIVE BASIS",482
1965,OHIO,CATTLE,SLAUGHTERED,HEAD,1
1965,"SOUTH DAKOTA",CATTLE,"CALF CROP",HEAD,105
1965,"SOUTH DAKOTA",CATTLE,SLAUGHTERED,"LB, LIVE BASIS",30
1965,TENNESSEE,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",872
1965,TEXAS,CATTLE,SLAUGHTERED,HEAD,2
1965,UNKNOWN,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",255
1965,"WEST VIRGINIA",CATTLE,"INVENTORY, AVG",HEAD,87
1965,WYOMING,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",358
1966,ARIZONA,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",473
1966,FLORIDA,CATTLE,SLAUGHTERED,HEAD,262
1966,IDAHO,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",318
1966,MARYLAND,CATTLE,"INVENTORY, AVG",HEAD,180
1966,MINNESOTA,CATTLE,"INVENTORY, AVG",HEAD,19
1966,MISSOURI,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",16
1966,NEBRASKA,CATTLE,"CALF CROP",HEAD,300
1966,NEBRASKA,CATTLE,"INVENTORY, AVG",HEAD,256
1966,NEBRASKA,CATTLE,PLACEMENTS,HEAD,1143
1966,"NEW JERSEY",CATTLE,SLAUGHTERED,HEAD,362
1966,"NORTH CAROLINA",CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",929
1966,"NORTH DAKOTA",CATTLE,SLAUGHTERED,"LB, LIVE BASIS",164
1966,OHIO,CATTLE,"INVENTORY, AVG",HEAD,523
1966,"SOUTH CAROLINA",CATTLE,SLAUGHTERED,"LB, LIVE BASIS",94
1966,"SOUTH DAKOTA",CATTLE,"CALF CROP",HEAD,254
1966,TENNESSEE,CATTLE,"INVENTORY, AVG",HEAD,369
1966,WASHINGTON,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",587
1966,WYOMING,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",1
1966,WYOMING,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",113
1967,ALABAMA,CATTLE,SLAUGHTERED,HEAD,239
1967,ALABAMA,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",214
1967,HAWAII,CATTLE,SLAUGHTERED,HEAD,59
1967,INDIANA,CATTLE,SLAUGHTERED,HEAD,672
1967,LOUISIANA,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",1228
1967,MICHIGAN,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",151
1967,MINNESOTA,CATTLE,"INVENTORY, AVG",HEAD,54
1967,MINNESOTA,CATTLE,SLAUGHTERED,HEAD,200
1967,MISSOURI,CATTLE,SLAUGHTERED,HEAD,51
1967,MISSOURI,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",284
1967,NEBRASKA,CATTLE,"CALF CROP",HEAD,90
1967,NEBRASKA,CATTLE,"INVENTORY, AVG",HEAD,1436
1967,NEBRASKA,CATTLE,PLACEMENTS,HEAD,333
1967,NEVADA,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",1
1967,"NEW JERSEY",CATTLE,"INVENTORY, AVG",HEAD,86
1967,"NEW MEXICO",CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",962
1967,OREGON,CATTLE,"INVENTORY, AVG",HEAD,112
1967,"SOUTH CAROLINA",CATTLE,SLAUGHTERED,HEAD,82
1967,"SOUTH DAKOTA",CATTLE,"CALF CROP",HEAD,50
1967,TENNESSEE,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",288
1967,WYOMING,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",103
1968,ARIZONA,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",997
1968,CALIFORNIA,CATTLE,SLAUGHTERED,HEAD,255
1968,GEORGIA,CATTLE,SLAUGHTERED,HEAD,337
1968,GEORGIA,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",287
1968,IOWA,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",48
1968,KANSAS,CATTLE,SLAUGHTERED,HEAD,4
1968,MINNESOTA,CATTLE,"INVENTORY, AVG",HEAD,128
1968,NEBRASKA,CATTLE,"CALF CROP",HEAD,23
1968,NEBRASKA,CATTLE,"INVENTORY, AVG",HEAD,1672
1968,NEBRASKA,CATTLE,PLACEMENTS,HEAD,296
1968,NEBRASKA,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",4
1968,"NORTH DAKOTA",CATTLE,"INVENTORY, AVG",HEAD,157
1968,OHIO,CATTLE,SLAUGHTERED,HEAD,83
1968,"SOUTH DAKOTA",CATTLE,"CALF CROP",HEAD,141
1968,UTAH,CATTLE,"INVENTORY, AVG",HEAD,75
1969,ALABAMA,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",446
1969,ARKANSAS,CATTLE,SLAUGHTERED,HEAD,15
1969,ARKANSAS,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",528
1969,IDAHO,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",402
1969,INDIANA,CATTLE,"INVENTORY, AVG",HEAD,241
1969,INDIANA,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",645
1969,KANSAS,CATTLE,SLAUGHTERED,HEAD,1
1969,KANSAS,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",189
1969,KENTUCKY,CATTLE,SLAUGHTERED,HEAD,2
1969,LOUISIANA,CATTLE,SLAUGHTERED,HEAD,225
1969,MINNESOTA,CATTLE,"INVENTORY, AVG",HEAD,16
1969,MISSISSIPPI,CATTLE,SLAUGHTERED,HEAD,353
1969,MISSISSIPPI,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",294
1969,NEBRASKA,CATTLE,"CALF CROP",HEAD,816
1969,NEBRASKA,CATTLE,"INVENTORY, AVG",HEAD,1643
1969,NEBRASKA,CATTLE,PLACEMENTS,HEAD,296
1969,NEBRASKA,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",4
1969,NEVADA,CATTLE,SLAUGHTERED,HEAD,1
1969,OHIO,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",1
1969,OKLAHOMA,CATTLE,SLAUGHTERED,HEAD,18
1969,OREGON,CATTLE,SLAUGHTERED,HEAD,369
1969,"SOUTH CAROLINA",CATTLE,SLAUGHTERED,HEAD,134
1969,"SOUTH DAKOTA",CATTLE,"CALF CROP",HEAD,334
1969,TEXAS,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",164
1969,UNKNOWN,CATTLE,SLAUGHTERED,HEAD,104
1969,WYOMING,CATTLE,SLAUGHTERED,HEAD,126
1970,CALIFORNIA,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",66
1970,ILLINOIS,CATTLE,SLAUGHTERED,HEAD,182
1970,IOWA,CATTLE,"INVENTORY, AVG",HEAD,497
1970,IOWA,CATTLE,SLAUGHTERED,HEAD,207
1970,MASSACHUSETTS,CATTLE,"INVENTORY, AVG",HEAD,60
1970,MINNESOTA,CATTLE,"INVENTORY, AVG",HEAD,90
1970,MINNESOTA,CATTLE,SLAUGHTERED,HEAD,12
1970,MISSISSIPPI,CATTLE,SLAUGHTERED,HEAD,82
1970,MONTANA,CATTLE,SLAUGHTERED,HEAD,500
1970,NEBRASKA,CATTLE,"CALF CROP",HEAD,432
1970,NEBRASKA,CATTLE,"INVENTORY, AVG",HEAD,80
1970,NEBRASKA,CATTLE,PLACEMENTS,HEAD,831
1970,NEBRASKA,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",1
1970,"NEW HAMPSHIRE",CATTLE,"PRICE RECEIVED","$ / HEAD",349
1970,"NEW YORK",CATTLE,SLAUGHTERED,"LB, LIVE BASIS",413
1970,"NORTH DAKOTA",CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",1
1970,OREGON,CATTLE,"INVENTORY, AVG",HEAD,97
1970,OREGON,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",332
1970,"SOUTH DAKOTA",CATTLE,"CALF CROP",HEAD,395
1970,TEXAS,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",529
1970,UNKNOWN,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",1
1970,"WEST VIRGINIA",CATTLE,SLAUGHTERED,"LB, LIVE BASIS",61
1970,WYOMING,CATTLE,"INVENTORY, AVG",HEAD,16
1970,WYOMING,CATTLE,SLAUGHTERED,HEAD,100
1971,ALASKA,CATTLE,"INVENTORY, AVG",HEAD,1
1971,ARIZONA,CATTLE,SLAUGHTERED,HEAD,2
1971,CALIFORNIA,CATTLE,"INVENTORY, AVG",HEAD,763
1971,GEORGIA,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",257
1971,ILLINOIS,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",24
1971,IOWA,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",181
1971,KENTUCKY,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",943
1971,MINNESOTA,CATTLE,"INVENTORY, AVG",HEAD,86
1971,MINNESOTA,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",1
1971,NEBRASKA,CATTLE,"CALF CROP",HEAD,529
1971,NEBRASKA,CATTLE,"INVENTORY, AVG",HEAD,797
1971,NEBRASKA,CATTLE,PLACEMENTS,HEAD,553
1971,"NEW JERSEY",CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",1
1971,"NORTH CAROLINA",CATTLE,SLAUGHTERED,"LB, LIVE BASIS",2
1971,OHIO,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",11
1971,OKLAHOMA,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",2
1971,OREGON,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",3
1971,"SOUTH DAKOTA",CATTLE,"CALF CROP",HEAD,41
1971,"SOUTH DAKOTA",CATTLE,SALES,HEAD,79
1971,UNKNOWN,CATTLE,SLAUGHTERED,HEAD,19
1971,VIRGINIA,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",1
1971,WASHINGTON,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",1
1971,WISCONSIN,CATTLE,SLAUGHTERED,HEAD,1
1972,ARKANSAS,CATTLE,"INVENTORY, AVG",HEAD,96
1972,ARKANSAS,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",144
1972,FLORIDA,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",987
1972,IDAHO,CATTLE,SLAUGHTERED,HEAD,500
1972,ILLINOIS,CATTLE,SLAUGHTERED,HEAD,81
1972,INDIANA,CATTLE,SLAUGHTERED,HEAD,439
1972,LOUISIANA,CATTLE,"INVENTORY, AVG",HEAD,155
1972,MINNESOTA,CATTLE,"INVENTORY, AVG",HEAD,1438
1972,MINNESOTA,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",1
1972,NEBRASKA,CATTLE,"CALF CROP",HEAD,297
1972,NEBRASKA,CATTLE,"INVENTORY, AVG",HEAD,1439
1972,NEBRASKA,CATTLE,PLACEMENTS,HEAD,194
1972,NEBRASKA,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",357
1972,"NEW JERSEY",CATTLE,SLAUGHTERED,"LB, LIVE BASIS",301
1972,"NEW YORK",CATTLE,SLAUGHTERED,"LB, LIVE BASIS",69
1972,"NORTH CAROLINA",CATTLE,SLAUGHTERED,HEAD,151
1972,"NORTH DAKOTA",CATTLE,SLAUGHTERED,HEAD,100
1972,OREGON,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",311
1972,"SOUTH DAKOTA",CATTLE,"CALF CROP",HEAD,529
1972,"SOUTH DAKOTA",CATTLE,SALES,HEAD,15
1972,"SOUTH DAKOTA",CATTLE,SLAUGHTERED,HEAD,100
1972,TEXAS,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",93
1972,UNKNOWN,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",106
1972,UNKNOWN,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",166
1972,WYOMING,CATTLE,SLAUGHTERED,HEAD,20
1973,ALABAMA,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",912
1973,DELAWARE,CATTLE,"INVENTORY, AVG",HEAD,12
1973,INDIANA,CATTLE,SLAUGHTERED,HEAD,3
1973,IOWA,CATTLE,"SALES FOR SLAUGHTER",HEAD,485
1973,MINNESOTA,CATTLE,"INVENTORY, AVG",HEAD,88
1973,MISSISSIPPI,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",874
1973,NEBRASKA,CATTLE,"CALF CROP",HEAD,79
1973,NEBRASKA,CATTLE,"INVENTORY, AVG",HEAD,806
1973,NEBRASKA,CATTLE,PLACEMENTS,HEAD,460
1973,NEBRASKA,CATTLE,SLAUGHTERED,HEAD,4
1973,"NORTH CAROLINA",CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",956
1973,"NORTH DAKOTA",CATTLE,SLAUGHTERED,"LB, LIVE BASIS",186
1973,PENNSYLVANIA,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",1
1973,"SOUTH DAKOTA",CATTLE,"CALF CROP",HEAD,196
1973,"SOUTH DAKOTA",CATTLE,SALES,HEAD,1001
1973,"SOUTH DAKOTA",CATTLE,SLAUGHTERED,"LB, LIVE BASIS",601
1973,TEXAS,CATTLE,SLAUGHTERED,HEAD,3
1973,UNKNOWN,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",110
1973,UNKNOWN,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",18
1973,VIRGINIA,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",17
1973,"WEST VIRGINIA",CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",1
1973,WISCONSIN,CATTLE,SLAUGHTERED,HEAD,206
1974,ARIZONA,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",521
1974,CALIFORNIA,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",57
1974,COLORADO,CATTLE,"INVENTORY, AVG",HEAD,76
1974,HAWAII,CATTLE,"SALES FOR SLAUGHTER",HEAD,33
1974,ILLINOIS,CATTLE,"INVENTORY, AVG",HEAD,1045
1974,ILLINOIS,CATTLE,SALES,HEAD,198
1974,IOWA,CATTLE,"SALES FOR SLAUGHTER",HEAD,515
1974,KANSAS,CATTLE,"SALES FOR SLAUGHTER",HEAD,950
1974,KENTUCKY,CATTLE,"INVENTORY, AVG",HEAD,1304
1974,LOUISIANA,CATTLE,"INVENTORY, AVG",HEAD,137
1974,MICHIGAN,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",1
1974,MINNESOTA,CATTLE,"INVENTORY, AVG",HEAD,77
1974,MINNESOTA,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",1
1974,NEBRASKA,CATTLE,"CALF CROP",HEAD,406
1974,NEBRASKA,CATTLE,"INVENTORY, AVG",HEAD,1677
1974,NEBRASKA,CATTLE,PLACEMENTS,HEAD,157
1974,OKLAHOMA,CATTLE,SLAUGHTERED,HEAD,696
1974,PENNSYLVANIA,CATTLE,"INVENTORY, AVG",HEAD,615
1974,"SOUTH CAROLINA",CATTLE,SLAUGHTERED,HEAD,114
1974,"SOUTH CAROLINA",CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",470
1974,"SOUTH DAKOTA",CATTLE,"SALES FOR SLAUGHTER",HEAD,52
1974,TEXAS,CATTLE,"SALES FOR SLAUGHTER",HEAD,334
1974,TEXAS,CATTLE,SLAUGHTERED,HEAD,4
1974,UNKNOWN,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",240
1974,UTAH,CATTLE,"INVENTORY, AVG",HEAD,78
1974,WISCONSIN,CATTLE,"CALF CROP",HEAD,23
1974,WISCONSIN,CATTLE,"INVENTORY, AVG",HEAD,6
1975,COLORADO,CATTLE,"INVENTORY, AVG",HEAD,74
1975,FLORIDA,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",400
1975,HAWAII,CATTLE,"SALES FOR SLAUGHTER",HEAD,20
1975,IDAHO,CATTLE,"INVENTORY, AVG",HEAD,147
1975,ILLINOIS,CATTLE,"INVENTORY, AVG",HEAD,2042
1975,ILLINOIS,CATTLE,SALES,HEAD,113
1975,IOWA,CATTLE,"SALES FOR SLAUGHTER",HEAD,126
1975,KANSAS,CATTLE,"PRICE RECEIVED","$ / HEAD",373
1975,KANSAS,CATTLE,"SALES FOR SLAUGHTER",HEAD,73
1975,KENTUCKY,CATTLE,"INVENTORY, AVG",HEAD,1613
1975,MAINE,CATTLE,"INVENTORY, AVG",HEAD,61
1975,MINNESOTA,CATTLE,"INVENTORY, AVG",HEAD,117
1975,MISSOURI,CATTLE,SLAUGHTERED,HEAD,1
1975,MONTANA,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",153
1975,NEBRASKA,CATTLE,"CALF CROP",HEAD,373
1975,NEBRASKA,CATTLE,"INVENTORY, AVG",HEAD,3838
1975,NEBRASKA,CATTLE,PLACEMENTS,HEAD,589
1975,NEBRASKA,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",422
